lr-Adam,step,train_loss_step,epoch,train_loss_epoch,val_loss
,1949,0.01396955270320177,0,,
0.0001,1999,,,,
,1999,0.029364200308918953,0,,
0.0001,2049,,,,
,2049,0.0640653446316719,0,,
0.0001,2099,,,,
,2099,0.025714360177516937,0,,
0.0001,2149,,,,
,2149,0.030777644366025925,0,,
0.0001,2199,,,,
,2199,0.06879447400569916,0,,
0.0001,2249,,,,
,2249,0.040509749203920364,0,,
0.0001,2299,,,,
,2299,0.06930635869503021,0,,
0.0001,2349,,,,
,2349,0.011517605744302273,0,,
0.0001,2399,,,,
,2399,0.023847531527280807,0,,
0.0001,2449,,,,
,2449,0.05343129113316536,0,,
0.0001,2499,,,,
,2499,0.03281953185796738,0,,
0.0001,2549,,,,
,2549,0.03459872677922249,0,,
0.0001,2599,,,,
,2599,0.04675310105085373,0,,
0.0001,2649,,,,
,2649,0.02319108322262764,0,,
0.0001,2699,,,,
,2699,0.033678703010082245,0,,
0.0001,2749,,,,
,2749,0.03513142094016075,0,,
0.0001,2799,,,,
,2799,0.01838749088346958,0,,
0.0001,2849,,,,
,2849,0.0436166413128376,0,,
0.0001,2899,,,,
,2899,0.06758785247802734,0,,
0.0001,2949,,,,
,2949,0.028125572949647903,0,,
0.0001,2999,,,,
,2999,0.05287393555045128,0,,
0.0001,3049,,,,
,3049,0.027912471443414688,0,,
0.0001,3099,,,,
,3099,0.049204133450984955,0,,
0.0001,3149,,,,
,3149,0.050457894802093506,0,,
0.0001,3199,,,,
,3199,0.01632930524647236,0,,
0.0001,3249,,,,
,3249,0.044366221874952316,0,,
0.0001,3299,,,,
,3299,0.026717251166701317,0,,
0.0001,3349,,,,
,3349,0.04720505326986313,0,,
0.0001,3399,,,,
,3399,0.013744840398430824,0,,
0.0001,3449,,,,
,3449,0.03542172536253929,0,,
0.0001,3499,,,,
,3499,0.01855441741645336,0,,
0.0001,3549,,,,
,3549,0.04428955912590027,0,,
0.0001,3599,,,,
,3599,0.023040352389216423,0,,
0.0001,3649,,,,
,3649,0.06349656730890274,0,,
0.0001,3699,,,,
,3699,0.025928093120455742,0,,
0.0001,3749,,,,
,3749,0.011171339079737663,0,,
0.0001,3799,,,,
,3799,0.04228752478957176,0,,
0.0001,3849,,,,
,3849,0.05792985484004021,0,,
0.0001,3899,,,,
,3899,0.06895525008440018,0,,
0.0001,3949,,,,
,3949,0.042533617466688156,0,,
0.0001,3999,,,,
,3999,0.05584830790758133,0,,
0.0001,4049,,,,
,4049,0.03710024431347847,0,,
0.0001,4099,,,,
,4099,0.049759283661842346,0,,
0.0001,4149,,,,
,4149,0.017741454765200615,0,,
0.0001,4199,,,,
,4199,0.02906346321105957,0,,
0.0001,4249,,,,
,4249,0.02969513088464737,0,,
0.0001,4299,,,,
,4299,0.06428234279155731,0,,
0.0001,4349,,,,
,4349,0.05291523039340973,0,,
0.0001,4399,,,,
,4399,0.020749971270561218,0,,
0.0001,4449,,,,
,4449,0.010586217977106571,0,,
0.0001,4499,,,,
,4499,0.037193264812231064,0,,
0.0001,4549,,,,
,4549,0.023122131824493408,0,,
0.0001,4599,,,,
,4599,0.029489759355783463,0,,
0.0001,4649,,,,
,4649,0.02856270968914032,0,,
0.0001,4699,,,,
,4699,0.048429954797029495,0,,
0.0001,4749,,,,
,4749,0.03558605536818504,0,,
0.0001,4799,,,,
,4799,0.03652580827474594,0,,
0.0001,4849,,,,
,4849,0.027921713888645172,0,,
0.0001,4899,,,,
,4899,0.01584519073367119,0,,
0.0001,4949,,,,
,4949,0.04392014443874359,0,,
0.0001,4999,,,,
,4999,0.05042262375354767,0,,
0.0001,5049,,,,
,5049,0.038781534880399704,0,,
0.0001,5099,,,,
,5099,0.019279563799500465,0,,
0.0001,5149,,,,
,5149,0.04745468497276306,0,,
0.0001,5199,,,,
,5199,0.02312237024307251,0,,
0.0001,5249,,,,
,5249,0.02642778865993023,0,,
0.0001,5299,,,,
,5299,0.044323816895484924,0,,
0.0001,5349,,,,
,5349,0.0533960722386837,0,,
0.0001,5399,,,,
,5399,0.050008583813905716,0,,
0.0001,5449,,,,
,5449,0.02664569579064846,0,,
0.0001,5499,,,,
,5499,0.040882281959056854,0,,
0.0001,5549,,,,
,5549,0.04570797458291054,0,,
0.0001,5599,,,,
,5599,0.07325833290815353,0,,
0.0001,5649,,,,
,5649,0.06205733120441437,0,,
0.0001,5699,,,,
,5699,0.02358931675553322,0,,
0.0001,5749,,,,
,5749,0.052570175379514694,0,,
0.0001,5799,,,,
,5799,0.030070429667830467,0,,
0.0001,5849,,,,
,5849,0.01595892198383808,0,,
0.0001,5899,,,,
,5899,0.03467321768403053,0,,
0.0001,5949,,,,
,5949,0.00861524697393179,0,,
0.0001,5999,,,,
,5999,0.02837740071117878,0,,
0.0001,6049,,,,
,6049,0.030686605721712112,0,,
0.0001,6099,,,,
,6099,0.05425238236784935,0,,
0.0001,6149,,,,
,6149,0.05166202411055565,0,,
0.0001,6199,,,,
,6199,0.043128542602062225,0,,
0.0001,6249,,,,
,6249,0.0212516188621521,0,,
0.0001,6299,,,,
,6299,0.022578302770853043,0,,
0.0001,6349,,,,
,6349,0.04674025997519493,0,,
0.0001,6399,,,,
,6399,0.046070486307144165,0,,
0.0001,6449,,,,
,6449,0.059366561472415924,0,,
0.0001,6499,,,,
,6499,0.03960876539349556,0,,
0.0001,6549,,,,
,6549,0.021109655499458313,0,,
0.0001,6599,,,,
,6599,0.012971756979823112,0,,
0.0001,6649,,,,
,6649,0.05545830726623535,0,,
0.0001,6699,,,,
,6699,0.03225388005375862,0,,
0.0001,6749,,,,
,6749,0.05392265319824219,0,,
0.0001,6799,,,,
,6799,0.04098287597298622,0,,
0.0001,6849,,,,
,6849,0.06856665015220642,0,,
0.0001,6899,,,,
,6899,0.034313857555389404,0,,
0.0001,6949,,,,
,6949,0.008516483940184116,0,,
0.0001,6999,,,,
,6999,0.05197826027870178,0,,
0.0001,7049,,,,
,7049,0.04253857955336571,0,,
0.0001,7099,,,,
,7099,0.013825946487486362,0,,
0.0001,7149,,,,
,7149,0.0033060507848858833,0,,
0.0001,7199,,,,
,7199,0.032802507281303406,0,,
0.0001,7249,,,,
,7249,0.024558641016483307,0,,
0.0001,7299,,,,
,7299,0.043867163360118866,0,,
0.0001,7349,,,,
,7349,0.049790240824222565,0,,
0.0001,7399,,,,
,7399,0.017791803926229477,0,,
0.0001,7449,,,,
,7449,0.022468769922852516,0,,
0.0001,7499,,,,
,7499,0.03905026242136955,0,,
0.0001,7549,,,,
,7549,0.032320067286491394,0,,
0.0001,7599,,,,
,7599,0.03374013677239418,0,,
0.0001,7649,,,,
,7649,0.050159238278865814,0,,
0.0001,7699,,,,
,7699,0.022991802543401718,0,,
0.0001,7749,,,,
,7749,0.045294132083654404,0,,
0.0001,7799,,,,
,7799,0.06142967939376831,0,,
0.0001,7849,,,,
,7849,0.04837306588888168,0,,
0.0001,7899,,,,
,7899,0.045337703078985214,0,,
0.0001,7949,,,,
,7949,0.036644767969846725,0,,
0.0001,7999,,,,
,7999,0.03930272161960602,0,,
0.0001,8049,,,,
,8049,0.010293296538293362,0,,
0.0001,8099,,,,
,8099,0.00824959296733141,0,,
0.0001,8149,,,,
,8149,0.017306117340922356,0,,
0.0001,8199,,,,
,8199,0.0548635795712471,0,,
0.0001,8249,,,,
,8249,0.043384142220020294,0,,
0.0001,8299,,,,
,8299,0.05368952825665474,0,,
0.0001,8349,,,,
,8349,0.04729057103395462,0,,
0.0001,8399,,,,
,8399,0.037444211542606354,0,,
0.0001,8449,,,,
,8449,0.056990575045347214,0,,
0.0001,8499,,,,
,8499,0.028253860771656036,0,,
0.0001,8549,,,,
,8549,0.0148319685831666,0,,
0.0001,8599,,,,
,8599,0.049567051231861115,0,,
0.0001,8649,,,,
,8649,0.042781129479408264,0,,
0.0001,8699,,,,
,8699,0.022618340328335762,0,,
0.0001,8749,,,,
,8749,0.03788936138153076,0,,
0.0001,8799,,,,
,8799,0.03153836727142334,0,,
0.0001,8849,,,,
,8849,0.05933961644768715,0,,
0.0001,8899,,,,
,8899,0.02613009326159954,0,,
0.0001,8949,,,,
,8949,0.038773756474256516,0,,
0.0001,8999,,,,
,8999,0.0344383530318737,0,,
0.0001,9049,,,,
,9049,0.02119063399732113,0,,
0.0001,9099,,,,
,9099,0.051558949053287506,0,,
0.0001,9149,,,,
,9149,0.01856330595910549,0,,
0.0001,9199,,,,
,9199,0.009215638041496277,0,,
0.0001,9249,,,,
,9249,0.04110889881849289,0,,
0.0001,9299,,,,
,9299,0.03187979385256767,0,,
0.0001,9349,,,,
,9349,0.037080928683280945,0,,
0.0001,9399,,,,
,9399,0.060872409492731094,0,,
0.0001,9449,,,,
,9449,0.05076240003108978,0,,
0.0001,9499,,,,
,9499,0.017934875562787056,0,,
0.0001,9549,,,,
,9549,0.021810267120599747,0,,
0.0001,9599,,,,
,9599,0.04255003482103348,0,,
0.0001,9649,,,,
,9649,0.03722384572029114,0,,
0.0001,9699,,,,
,9699,0.05740009993314743,0,,
0.0001,9749,,,,
,9749,0.058464158326387405,0,,
0.0001,9799,,,,
,9799,0.04658293351531029,0,,
0.0001,9849,,,,
,9849,0.02113546058535576,0,,
0.0001,9899,,,,
,9899,0.05415472760796547,0,,
0.0001,9949,,,,
,9949,0.034788575023412704,0,,
0.0001,9999,,,,
,9999,0.022485142573714256,0,,
0.0001,10049,,,,
,10049,0.04347594827413559,0,,
0.0001,10099,,,,
,10099,0.03559179976582527,0,,
0.0001,10149,,,,
,10149,0.03759550303220749,0,,
0.0001,10199,,,,
,10199,0.03648901358246803,0,,
0.0001,10249,,,,
,10249,0.0433800145983696,0,,
0.0001,10299,,,,
,10299,0.0041860174387693405,0,,
0.0001,10349,,,,
,10349,0.046700164675712585,0,,
0.0001,10399,,,,
,10399,0.05311502888798714,0,,
0.0001,10449,,,,
,10449,0.05495356023311615,0,,
0.0001,10499,,,,
,10499,0.020555801689624786,0,,
0.0001,10549,,,,
,10549,0.03998163715004921,0,,
0.0001,10599,,,,
,10599,0.03317316994071007,0,,
0.0001,10649,,,,
,10649,0.03751528263092041,0,,
0.0001,10699,,,,
,10699,0.02104087918996811,0,,
0.0001,10749,,,,
,10749,0.04473462700843811,0,,
0.0001,10799,,,,
,10799,0.04053540527820587,0,,
0.0001,10849,,,,
,10849,0.05200572311878204,0,,
0.0001,10899,,,,
,10899,0.0381757877767086,0,,
0.0001,10949,,,,
,10949,0.053686827421188354,0,,
0.0001,10999,,,,
,10999,0.03831927105784416,0,,
0.0001,11049,,,,
,11049,0.053146447986364365,0,,
0.0001,11099,,,,
,11099,0.008129026740789413,0,,
0.0001,11149,,,,
,11149,0.03453924506902695,0,,
0.0001,11199,,,,
,11199,0.039853427559137344,0,,
0.0001,11249,,,,
,11249,0.020891914144158363,0,,
0.0001,11299,,,,
,11299,0.009414524771273136,0,,
0.0001,11349,,,,
,11349,0.054879188537597656,0,,
0.0001,11399,,,,
,11399,0.06532376259565353,0,,
0.0001,11449,,,,
,11449,0.039821237325668335,0,,
0.0001,11499,,,,
,11499,0.05255037918686867,0,,
0.0001,11549,,,,
,11549,0.03767465427517891,0,,
0.0001,11599,,,,
,11599,0.05042707547545433,0,,
0.0001,11649,,,,
,11649,0.05941157415509224,0,,
0.0001,11699,,,,
,11699,0.02844756841659546,0,,
0.0001,11749,,,,
,11749,0.03962891548871994,0,,
0.0001,11799,,,,
,11799,0.026703661307692528,0,,
0.0001,11849,,,,
,11849,0.01065646018832922,0,,
0.0001,11899,,,,
,11899,0.04290010780096054,0,,
0.0001,11949,,,,
,11949,0.034082699567079544,0,,
0.0001,11999,,,,
,11999,0.03998011723160744,0,,
0.0001,12049,,,,
,12049,0.042123548686504364,0,,
0.0001,12099,,,,
,12099,0.034434735774993896,0,,
0.0001,12149,,,,
,12149,0.034165311604738235,0,,
0.0001,12199,,,,
,12199,0.01454045157879591,0,,
0.0001,12249,,,,
,12249,0.06161532551050186,0,,
0.0001,12299,,,,
,12299,0.015184548683464527,0,,
0.0001,12349,,,,
,12349,0.050430554896593094,0,,
0.0001,12399,,,,
,12399,0.04532920569181442,0,,
0.0001,12449,,,,
,12449,0.0037454962730407715,0,,
0.0001,12499,,,,
,12499,0.06821118295192719,0,,
0.0001,12549,,,,
,12549,0.05690315365791321,0,,
0.0001,12599,,,,
,12599,0.02593347430229187,0,,
0.0001,12649,,,,
,12649,0.048855822533369064,0,,
0.0001,12699,,,,
,12699,0.04085426777601242,0,,
0.0001,12749,,,,
,12749,0.013874093070626259,0,,
0.0001,12799,,,,
,12799,0.025444747880101204,0,,
0.0001,12849,,,,
,12849,0.03800277039408684,0,,
0.0001,12899,,,,
,12899,0.05184568464756012,0,,
0.0001,12949,,,,
,12949,0.04150674492120743,0,,
0.0001,12999,,,,
,12999,0.04426075890660286,0,,
0.0001,13049,,,,
,13049,0.044798579066991806,0,,
0.0001,13099,,,,
,13099,0.010628034360706806,0,,
0.0001,13149,,,,
,13149,0.04176419600844383,0,,
0.0001,13199,,,,
,13199,0.02619238570332527,0,,
0.0001,13249,,,,
,13249,0.06966192275285721,0,,
0.0001,13299,,,,
,13299,0.028323348611593246,0,,
0.0001,13349,,,,
,13349,0.048506494611501694,0,,
0.0001,13399,,,,
,13399,0.035185497254133224,0,,
0.0001,13449,,,,
,13449,0.03413645178079605,0,,
0.0001,13499,,,,
,13499,0.018056975677609444,0,,
0.0001,13549,,,,
,13549,0.05852929875254631,0,,
0.0001,13599,,,,
,13599,0.03568460792303085,0,,
0.0001,13649,,,,
,13649,0.021676018834114075,0,,
0.0001,13699,,,,
,13699,0.03386098891496658,0,,
0.0001,13749,,,,
,13749,0.016866659745573997,0,,
0.0001,13799,,,,
,13799,0.051204923540353775,0,,
0.0001,13849,,,,
,13849,0.01715095341205597,0,,
0.0001,13899,,,,
,13899,0.026757214218378067,0,,
0.0001,13949,,,,
,13949,0.040897008031606674,0,,
0.0001,13999,,,,
,13999,0.02598266676068306,0,,
0.0001,14049,,,,
,14049,0.04280071333050728,0,,
0.0001,14099,,,,
,14099,0.05087638646364212,0,,
0.0001,14149,,,,
,14149,0.0368221178650856,0,,
0.0001,14199,,,,
,14199,0.03300625830888748,0,,
0.0001,14249,,,,
,14249,0.03478733450174332,0,,
0.0001,14299,,,,
,14299,0.05938492715358734,0,,
0.0001,14349,,,,
,14349,0.031319428235292435,0,,
0.0001,14399,,,,
,14399,0.01128634624183178,0,,
0.0001,14449,,,,
,14449,0.007507666479796171,0,,
0.0001,14499,,,,
,14499,0.03620604798197746,0,,
0.0001,14549,,,,
,14549,0.027980584651231766,0,,
0.0001,14599,,,,
,14599,0.05422614887356758,0,,
0.0001,14649,,,,
,14649,0.036281753331422806,0,,
0.0001,14699,,,,
,14699,0.06087902560830116,0,,
0.0001,14749,,,,
,14749,0.0049218060448765755,0,,
0.0001,14799,,,,
,14799,0.04580860957503319,0,,
0.0001,14849,,,,
,14849,0.016195842996239662,0,,
0.0001,14899,,,,
,14899,0.03596505895256996,0,,
0.0001,14949,,,,
,14949,0.04492343217134476,0,,
0.0001,14999,,,,
,14999,0.013859888538718224,0,,
0.0001,15049,,,,
,15049,0.03026985004544258,0,,
0.0001,15099,,,,
,15099,0.037566620856523514,0,,
0.0001,15149,,,,
,15149,0.005659317132085562,0,,
0.0001,15199,,,,
,15199,0.036719925701618195,0,,
0.0001,15249,,,,
,15249,0.04462682455778122,0,,
0.0001,15299,,,,
,15299,0.056472599506378174,0,,
0.0001,15349,,,,
,15349,0.053393714129924774,0,,
0.0001,15399,,,,
,15399,0.05180047079920769,0,,
0.0001,15449,,,,
,15449,0.03464439511299133,0,,
0.0001,15499,,,,
,15499,0.04570569843053818,0,,
0.0001,15549,,,,
,15549,0.03112402744591236,0,,
0.0001,15599,,,,
,15599,0.03792496770620346,0,,
0.0001,15649,,,,
,15649,0.021101871505379677,0,,
0.0001,15699,,,,
,15699,0.050349876284599304,0,,
0.0001,15749,,,,
,15749,0.06098157912492752,0,,
0.0001,15799,,,,
,15799,0.04609464481472969,0,,
0.0001,15849,,,,
,15849,0.04243078827857971,0,,
0.0001,15899,,,,
,15899,0.06350065767765045,0,,
0.0001,15949,,,,
,15949,0.04439011216163635,0,,
0.0001,15999,,,,
,15999,0.060809426009655,0,,
0.0001,16049,,,,
,16049,0.035818397998809814,0,,
0.0001,16099,,,,
,16099,0.031383439898490906,0,,
0.0001,16149,,,,
,16149,0.050732795149087906,0,,
0.0001,16199,,,,
,16199,0.03738808631896973,0,,
0.0001,16249,,,,
,16249,0.04037889838218689,0,,
0.0001,16299,,,,
,16299,0.008821741677820683,0,,
0.0001,16349,,,,
,16349,0.030193939805030823,0,,
0.0001,16399,,,,
,16399,0.052528418600559235,0,,
0.0001,16449,,,,
,16449,0.027143489569425583,0,,
0.0001,16499,,,,
,16499,0.011571633629500866,0,,
0.0001,16549,,,,
,16549,0.06420828402042389,0,,
0.0001,16599,,,,
,16599,0.03384684771299362,0,,
0.0001,16649,,,,
,16649,0.06262817233800888,0,,
0.0001,16699,,,,
,16699,0.04332340136170387,0,,
0.0001,16749,,,,
,16749,0.0177028626203537,0,,
0.0001,16799,,,,
,16799,0.03271741792559624,0,,
0.0001,16849,,,,
,16849,0.043030995875597,0,,
0.0001,16899,,,,
,16899,0.04924604296684265,0,,
0.0001,16949,,,,
,16949,0.029790569096803665,0,,
0.0001,16999,,,,
,16999,0.005892273969948292,0,,
0.0001,17049,,,,
,17049,0.03684551268815994,0,,
0.0001,17099,,,,
,17099,0.03600221127271652,0,,
0.0001,17149,,,,
,17149,0.04601728916168213,0,,
0.0001,17199,,,,
,17199,0.025607015937566757,0,,
0.0001,17249,,,,
,17249,0.039550330489873886,0,,
0.0001,17299,,,,
,17299,0.032518062740564346,0,,
0.0001,17349,,,,
,17349,0.045751091092824936,0,,
0.0001,17399,,,,
,17399,0.032473739236593246,0,,
0.0001,17449,,,,
,17449,0.031807608902454376,0,,
0.0001,17499,,,,
,17499,0.04929082840681076,0,,
0.0001,17549,,,,
,17549,0.037377506494522095,0,,
0.0001,17599,,,,
,17599,0.03618329018354416,0,,
0.0001,17649,,,,
,17649,0.020302047953009605,0,,
0.0001,17699,,,,
,17699,0.007916963659226894,0,,
0.0001,17749,,,,
,17749,0.029003923758864403,0,,
0.0001,17799,,,,
,17799,0.04813460260629654,0,,
0.0001,17849,,,,
,17849,0.04962737113237381,0,,
0.0001,17899,,,,
,17899,0.010521315038204193,0,,
0.0001,17949,,,,
,17949,0.035039450973272324,0,,
0.0001,17999,,,,
,17999,0.06025088578462601,0,,
0.0001,18049,,,,
,18049,0.05735957249999046,0,,
0.0001,18099,,,,
,18099,0.06250204890966415,0,,
0.0001,18149,,,,
,18149,0.02289225347340107,0,,
0.0001,18199,,,,
,18199,0.03465057909488678,0,,
0.0001,18249,,,,
,18249,0.011119143106043339,0,,
0.0001,18299,,,,
,18299,0.04738025367259979,0,,
0.0001,18349,,,,
,18349,0.03943595290184021,0,,
0.0001,18399,,,,
,18399,0.0476592518389225,0,,
0.0001,18449,,,,
,18449,0.03743571788072586,0,,
0.0001,18499,,,,
,18499,0.0569586381316185,0,,
0.0001,18549,,,,
,18549,0.03924894332885742,0,,
0.0001,18599,,,,
,18599,0.03221256285905838,0,,
0.0001,18649,,,,
,18649,0.036916498094797134,0,,
0.0001,18699,,,,
,18699,0.03963065892457962,0,,
0.0001,18749,,,,
,18749,0.014977858401834965,0,,
0.0001,18799,,,,
,18799,0.047150690108537674,0,,
0.0001,18849,,,,
,18849,0.054837897419929504,0,,
0.0001,18899,,,,
,18899,0.035864949226379395,0,,
0.0001,18949,,,,
,18949,0.06123608350753784,0,,
0.0001,18999,,,,
,18999,0.023177839815616608,0,,
0.0001,19049,,,,
,19049,0.04066437855362892,0,,
0.0001,19099,,,,
,19099,0.035725489258766174,0,,
0.0001,19149,,,,
,19149,0.05791545659303665,0,,
0.0001,19199,,,,
,19199,0.0405939444899559,0,,
0.0001,19249,,,,
,19249,0.03641403466463089,0,,
0.0001,19299,,,,
,19299,0.045015957206487656,0,,
0.0001,19349,,,,
,19349,0.021345144137740135,0,,
0.0001,19399,,,,
,19399,0.027157817035913467,0,,
0.0001,19449,,,,
,19449,0.013502209447324276,0,,
0.0001,19499,,,,
,19499,0.05192098021507263,0,,
0.0001,19549,,,,
,19549,0.05889907479286194,0,,
0.0001,19599,,,,
,19599,0.03701497241854668,0,,
0.0001,19649,,,,
,19649,0.03388601168990135,0,,
0.0001,19699,,,,
,19699,0.04847981780767441,0,,
0.0001,19749,,,,
,19749,0.007104347925633192,0,,
0.0001,19799,,,,
,19799,0.059474896639585495,0,,
0.0001,19849,,,,
,19849,0.045431531965732574,0,,
0.0001,19899,,,,
,19899,0.012184391729533672,0,,
0.0001,19949,,,,
,19949,0.02457951381802559,0,,
0.0001,19999,,,,
,19999,0.015485350042581558,0,,
0.0001,20049,,,,
,20049,0.036006148904561996,0,,
0.0001,20099,,,,
,20099,0.026884928345680237,0,,
0.0001,20149,,,,
,20149,0.03743699565529823,0,,
0.0001,20199,,,,
,20199,0.053128957748413086,0,,
0.0001,20249,,,,
,20249,0.041252680122852325,0,,
0.0001,20299,,,,
,20299,0.0021802124101668596,0,,
0.0001,20349,,,,
,20349,0.029299603775143623,0,,
0.0001,20399,,,,
,20399,0.038598693907260895,0,,
0.0001,20449,,,,
,20449,0.024991625919938087,0,,
0.0001,20499,,,,
,20499,0.03894127160310745,0,,
0.0001,20549,,,,
,20549,0.013480381108820438,0,,
0.0001,20599,,,,
,20599,0.020220184698700905,0,,
0.0001,20649,,,,
,20649,0.0386466309428215,0,,
0.0001,20699,,,,
,20699,0.05604059621691704,0,,
0.0001,20749,,,,
,20749,0.009784132242202759,0,,
0.0001,20799,,,,
,20799,0.0036287112161517143,0,,
0.0001,20849,,,,
,20849,0.0022146524861454964,0,,
0.0001,20899,,,,
,20899,0.04000052809715271,0,,
0.0001,20949,,,,
,20949,0.03600435331463814,0,,
0.0001,20999,,,,
,20999,0.01451400201767683,0,,
0.0001,21049,,,,
,21049,0.022218355908989906,0,,
0.0001,21099,,,,
,21099,0.0403810553252697,0,,
0.0001,21149,,,,
,21149,0.050215814262628555,0,,
0.0001,21199,,,,
,21199,0.054026611149311066,0,,
0.0001,21249,,,,
,21249,0.06277931481599808,0,,
0.0001,21299,,,,
,21299,0.017005711793899536,0,,
0.0001,21349,,,,
,21349,0.018420610576868057,0,,
0.0001,21399,,,,
,21399,0.05053060129284859,0,,
0.0001,21449,,,,
,21449,0.01412222534418106,0,,
0.0001,21499,,,,
,21499,0.01909789629280567,0,,
0.0001,21549,,,,
,21549,0.06211075186729431,0,,
0.0001,21599,,,,
,21599,0.025530505925416946,0,,
0.0001,21649,,,,
,21649,0.0325128510594368,0,,
0.0001,21699,,,,
,21699,0.012429089285433292,0,,
0.0001,21749,,,,
,21749,0.054069794714450836,0,,
0.0001,21799,,,,
,21799,0.0451236218214035,0,,
0.0001,21849,,,,
,21849,0.051658015698194504,0,,
0.0001,21899,,,,
,21899,0.03210650384426117,0,,
0.0001,21949,,,,
,21949,0.05260271951556206,0,,
0.0001,21999,,,,
,21999,0.04573884978890419,0,,
0.0001,22049,,,,
,22049,0.016210518777370453,0,,
0.0001,22099,,,,
,22099,0.029863186180591583,0,,
0.0001,22149,,,,
,22149,0.034594208002090454,0,,
0.0001,22199,,,,
,22199,0.04892624914646149,0,,
0.0001,22249,,,,
,22249,0.018838031217455864,0,,
0.0001,22299,,,,
,22299,0.04178991913795471,0,,
0.0001,22349,,,,
,22349,0.05941767245531082,0,,
0.0001,22399,,,,
,22399,0.030433587729930878,0,,
0.0001,22449,,,,
,22449,0.04554047808051109,0,,
0.0001,22499,,,,
,22499,0.01544350665062666,0,,
0.0001,22549,,,,
,22549,0.03969517722725868,0,,
0.0001,22599,,,,
,22599,0.014046614989638329,0,,
0.0001,22649,,,,
,22649,0.012049880810081959,0,,
0.0001,22699,,,,
,22699,0.04858284816145897,0,,
0.0001,22749,,,,
,22749,0.005534105934202671,0,,
0.0001,22799,,,,
,22799,0.04472118243575096,0,,
0.0001,22849,,,,
,22849,0.020688515156507492,0,,
0.0001,22899,,,,
,22899,0.025094816461205482,0,,
0.0001,22949,,,,
,22949,0.027550892904400826,0,,
0.0001,22999,,,,
,22999,0.04603205621242523,0,,
0.0001,23049,,,,
,23049,0.030366286635398865,0,,
0.0001,23099,,,,
,23099,0.051004666835069656,0,,
0.0001,23149,,,,
,23149,0.04368012771010399,0,,
0.0001,23199,,,,
,23199,0.03701911121606827,0,,
0.0001,23249,,,,
,23249,0.03233712539076805,0,,
0.0001,23299,,,,
,23299,0.005466102156788111,0,,
0.0001,23349,,,,
,23349,0.04053065925836563,0,,
0.0001,23399,,,,
,23399,0.026381857693195343,0,,
0.0001,23449,,,,
,23449,0.04028879478573799,0,,
0.0001,23499,,,,
,23499,0.023329634219408035,0,,
0.0001,23549,,,,
,23549,0.0157559122890234,0,,
0.0001,23599,,,,
,23599,0.004897429142147303,0,,
0.0001,23649,,,,
,23649,0.028088215738534927,0,,
0.0001,23699,,,,
,23699,0.006424181163311005,0,,
0.0001,23749,,,,
,23749,0.05311590060591698,0,,
0.0001,23799,,,,
,23799,0.05178125575184822,0,,
0.0001,23849,,,,
,23849,0.019334644079208374,0,,
0.0001,23899,,,,
,23899,0.032160427421331406,0,,
0.0001,23949,,,,
,23949,0.03088214620947838,0,,
0.0001,23999,,,,
,23999,0.02878841571509838,0,,
0.0001,24049,,,,
,24049,0.023563796654343605,0,,
0.0001,24099,,,,
